îN,ê´,çáåv,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
2033,2,60175908,373555,375480,376768,377512,377705,377409,376926,377378,379517,379703,376700,391418,411374,412924,429517,450715,463802,484825,503107,508684,530383,540289,558174,568340,575385,588284,586737,585000,585627,603770,602270,616036,627264,636572,634534,639608,635983,633525,638701,633516,616992,621237,617127,629390,640020,657139,674819,682896,709558,732811,741937,742197,745366,777215,794059,823131,841968,879558,914669,963822,982146,960521,932129,902273,887413,864310,859816,671656,823436,769186,747093,719830,702330,704175,711743,688220,663334,689958,702545,694259,727043,753465,779245,816301,865329,825618,747626,444817,451447,513572,455486,423765,366353,291756,217200,194911,163738,130682,96601,68470,49607,33582,21706,13202,7944,9143
2034,2,59791660,371190,373660,375744,377074,377771,377921,377645,377229,377748,379932,380144,377144,391886,411890,413280,429786,451788,466924,490512,510918,517528,538974,547857,564474,573155,578739,590646,588682,586678,586996,604808,603069,616669,627768,636926,634722,639677,636048,633653,638872,633691,617140,621324,617142,629319,639845,656835,674381,682325,708834,731933,740910,741034,744077,775774,792498,821408,840077,877424,912274,961114,979198,957450,928947,898961,883889,860576,855769,668191,818799,764431,742023,714459,696557,697767,704522,680384,654812,679906,690873,681043,711132,734464,756554,788795,831528,788202,708311,417674,419502,471516,412476,377847,321041,250782,182736,160130,131030,101599,72776,49862,34842,22704,14102,8231,9789
2035,2,59401334,368427,371300,373927,376051,377333,377987,378157,377948,377599,378162,380373,380589,377606,392394,412245,413550,430861,454917,472639,498355,519757,526135,546541,554148,569289,576512,581114,592588,590357,588048,588049,605609,603710,617179,628127,637116,634796,639743,636178,633828,639048,633836,617231,621340,617081,629153,639556,656416,673824,681637,707993,730929,739760,739764,742705,774259,790849,819577,838052,875142,909727,958254,976099,954216,925574,895428,880112,856569,851415,664460,813794,759299,736546,708648,690286,690768,696595,671750,645391,668755,677893,666333,693431,713354,731389,758377,794320,747266,665613,388467,385541,427476,368239,331563,276362,211327,150387,128381,102073,76702,53114,35100,23610,14785,8813,10337
2036,2,59004851,365306,368541,371570,374235,376311,377550,378224,378461,378318,378014,378602,380818,381052,378110,392748,412515,414626,434000,460651,480526,507225,528363,533700,552832,558960,572650,578891,583068,594261,591725,589102,588861,606250,604225,617544,628322,637191,634867,639874,636355,634009,639194,633924,617253,621282,616927,628876,639155,655882,673152,680836,707030,729804,738504,738410,741262,772660,789098,817615,835886,872715,907037,955246,972836,950787,921975,891643,876058,852258,846725,660434,808390,753753,730619,702338,683439,683085,687861,662203,634938,656349,663438,649959,673754,689927,703541,724864,753569,702757,619611,357372,349917,382095,323561,285832,233246,174210,120789,100203,77218,56100,37474,23840,15411,9261,11008
2037,2,58602308,361916,365426,368815,371880,374497,376529,377788,378528,378831,378733,378454,379047,381281,381557,378462,393019,413593,417774,439768,468567,489437,515846,535929,539979,557645,562331,575036,580850,584752,595627,592779,589915,589511,606767,604598,617746,628404,637264,635002,640053,636538,634159,639283,633942,617199,621130,616664,628489,638642,655235,672369,679917,705949,728574,737164,736987,739740,770962,787222,815517,833581,870150,904209,952080,969375,947129,918119,887579,871697,847612,841660,656087,802547,747750,724181,695448,675924,674620,678202,651609,623307,642530,647340,631745,651903,663982,672831,688122,709213,654745,570563,324700,313141,336173,279327,241607,192597,140172,94457,75957,56598,39668,25509,15596,9675,11672
2038,2,58193974,358329,362041,365703,369127,372143,374715,376767,378091,378898,379246,379173,378899,379510,381786,381909,378734,394098,416741,423568,447736,477507,498080,523410,542211,544790,561018,564731,577000,582538,586128,596680,593592,590567,590036,607141,604808,617834,628482,637401,635185,640236,636690,634253,639301,633885,617053,620868,616291,627991,638019,654480,671469,678883,704765,727262,735755,735486,738123,769142,785214,813285,831147,867457,901234,948723,965684,943209,913978,883206,866995,842594,836185,651386,796221,741229,717153,687886,667644,665259,667484,639820,610346,627132,629424,611508,627687,635348,639130,648087,661307,603481,518946,290913,275856,290615,236462,199824,155237,109819,71743,55790,40106,27062,16725,9814,12314
2039,2,57780294,354585,358458,362322,366017,369391,372361,374953,377071,378462,379314,379687,379618,379361,380014,382139,382181,379814,397257,422539,431575,456725,486164,505639,529681,547023,548174,563422,566710,578694,583917,587189,597492,594243,591092,590417,607353,604907,617920,628625,637585,635373,640390,636786,634277,639245,633734,616797,620498,615809,627385,637290,653611,670456,677750,703502,725882,734268,733891,736390,767193,783077,810927,828591,864624,898080,945143,961727,938999,909523,878492,861915,837168,830262,646297,789349,734112,709440,679553,658486,654869,655553,626678,595897,609986,609505,589066,600939,603896,602370,604797,610087,549450,465473,256592,238795,246378,195878,161336,121845,83574,52802,39617,27420,17783,10547,12777
2040,2,57361919,350709,354720,358743,362638,366281,369610,372600,375257,377442,378878,379755,380132,380081,379865,380366,382411,383262,382980,403086,430551,440603,465408,493721,511895,534491,550407,550595,565403,568415,580078,584981,588008,598144,594769,591475,590639,607453,605001,618069,628815,637774,635531,640487,636812,634226,639095,633473,616434,620018,615222,626675,636450,652631,669345,676541,702174,724425,732689,732181,734534,765120,780821,808451,825904,861622,894718,941305,957478,934469,904718,873396,856420,831296,823846,640771,781848,726301,700942,670338,648322,643302,642249,612020,579798,590911,587400,564257,571532,569552,562575,558452,556020,493380,411057,222412,202736,204409,158415,126859,92902,61632,37573,27144,18057,11239,13500
2041,2,56937908,346688,350844,355003,359057,362900,366499,369847,372902,375627,377856,379318,380200,380595,380586,380217,380638,383492,386457,388602,410736,439560,448980,472641,499829,516543,537799,552838,552534,567106,569778,581136,585798,588651,598675,595156,591699,590739,607550,605149,618259,629005,637934,635630,640517,636765,634080,638836,633106,615962,619433,614533,625856,635504,651558,668160,675274,700777,722880,730996,730351,732565,762933,778457,805852,823062,858426,891119,937186,952903,929581,899522,867882,850470,824933,816870,634743,773617,717695,691542,660108,637003,630400,627403,595679,561879,569730,562946,536956,539389,532333,519917,509458,499820,436219,356762,189092,168456,165585,124781,96906,68646,43946,25798,17913,11436,14352
2042,2,56509377,342506,346824,351126,355314,359317,363116,366735,370148,373270,376039,378295,379763,380663,381101,380939,380489,381714,386690,392131,395981,419335,447920,455959,478486,504368,519742,540178,554786,554202,568467,570819,581950,586440,589175,599065,595383,591801,590835,607700,605336,618448,629167,638036,635662,640473,636623,633827,638469,632627,615387,618745,613737,624933,634467,650413,666918,673940,699294,721223,729183,728408,730488,760642,775975,803103,820036,855004,887256,932751,947967,924293,893897,861909,844022,818014,809261,628129,764547,708175,681107,648716,624375,615997,610846,577482,541969,546280,536012,507088,504516,492385,474756,458449,442426,379079,303731,157353,136679,130653,95493,71742,49045,30236,17060,11369,14980
2043,2,56077572,338138,342643,347104,351434,355572,359531,363350,367033,370512,373680,376476,378738,380225,381168,381455,381212,381565,384898,392369,399578,404274,427312,454882,461596,482831,507493,522044,542084,556461,555534,569508,571620,582589,586963,589561,599296,595487,591899,590984,607890,605522,618610,629272,638071,635621,640334,636373,633468,637991,632041,614709,617950,612839,623921,633361,649214,665611,672525,697703,719448,727259,726359,728312,758237,773351,800176,816797,851332,883097,927966,942626,918568,887803,855435,837010,810469,800913,620841,754514,697606,669484,636001,610272,599925,592396,557249,519910,520430,506516,474647,467041,450033,427662,406266,384949,323164,253117,127871,108027,100166,70830,51359,33812,20036,10850,15315
2044,2,55643784,333550,338275,342921,347409,351690,355785,359763,363646,367395,370919,374114,376917,379200,380730,381523,381728,382290,384748,390552,399822,407949,411968,433954,460505,465787,485824,509743,523889,543723,557800,556553,570308,572250,583111,587349,589789,599402,595588,592050,591170,608079,605682,618716,629310,638032,635486,640087,636017,632999,637407,631352,613926,617054,611855,622841,632201,647951,664223,671007,696000,717565,725229,724213,726028,755694,770556,797044,813321,847379,878609,922786,936842,912363,881195,848393,829362,802190,791715,612779,743375,685832,656508,621796,594527,582007,571871,534817,495574,492095,474447,439745,427256,405801,379404,353914,328599,269695,206009,101232,82966,74434,50804,35478,22452,12769,15204
2045,2,55209201,328713,333687,338550,343223,347662,351900,356014,360056,364004,367798,371350,374552,377376,379703,381084,381796,382808,385480,390401,397972,408200,415713,418370,439317,464687,468677,487982,511547,525476,545033,558824,557337,570937,572763,583496,587579,589896,599506,595742,592238,591355,608240,605786,618756,629276,637899,635244,639733,635551,632424,636717,630555,613042,616070,610803,621709,630980,646610,662735,669381,694191,715577,723102,721960,723613,752987,767566,793682,809578,843111,873750,917175,930570,905633,874006,840714,820972,793069,781540,603828,730964,672685,642007,605931,576965,562062,549099,510050,468874,461257,439905,402642,385643,360400,330905,302497,274614,219833,163356,77881,61765,53490,35163,23605,14337,16328
2046,2,54774834,323605,328849,333960,338850,343474,347871,352128,356304,360411,364404,368226,371785,375008,377877,380056,381357,382877,386003,391145,397821,406313,415970,422174,423540,443306,467571,470761,489712,513098,526744,546036,559613,557953,571451,573143,583725,587687,589999,599662,595933,592426,591513,608346,605827,618726,629151,637660,634898,639269,634980,631746,635920,629654,612072,615019,609701,620517,629684,645172,661142,667655,692282,713494,720871,719578,721042,750089,764357,790062,805538,838491,868485,911090,923767,898311,866167,832289,811729,782980,770242,593854,717103,657987,625802,588225,557405,539919,523936,482852,439786,428002,403137,363775,342861,314695,283187,253145,224172,174594,125888,58083,44468,37094,23441,15103,17975
2047,2,54341488,318244,323741,329119,334255,339097,343680,348096,352415,356656,360807,364828,368657,372238,375506,378229,380329,382437,386072,391676,398580,406160,414048,422435,427391,427386,446059,469652,472432,491200,514338,527715,546808,560233,558457,571831,573370,583834,587791,590155,599857,596124,592587,591618,608389,605799,618607,628920,637316,634442,638700,634305,630961,635018,628664,611035,613917,608541,619251,628294,643632,659449,665832,690283,711309,718511,717042,718291,746980,760901,786154,801163,833483,862773,904487,916363,890326,857569,823009,801504,771776,757652,582712,701601,641557,607710,568493,535675,515432,496281,453193,408384,392560,364565,323755,299720,269647,237303,206946,178318,134772,94051,41895,30896,24776,15027,19430
2048,2,53909694,312674,318380,324009,329411,334500,339301,343902,348380,352762,357048,361226,365255,369105,372732,375855,378500,381406,385629,391748,399123,406936,413893,420484,427655,431272,430041,448047,471321,473870,492390,515288,528463,547415,560739,558830,572059,573479,583940,587949,590349,600052,596289,592694,591660,608362,605682,618383,628586,636862,633881,638027,633523,630073,634027,627607,609948,612757,607309,617894,626805,641996,657662,663924,688185,708999,715999,714329,715339,743632,757171,781922,796420,828049,856574,897301,908290,881568,848096,812743,790151,759290,743584,570247,684264,623202,587537,546559,511627,488497,466095,421141,374875,355327,324788,283333,257126,226253,194270,164866,137870,100862,67960,29162,20675,15913,20243
2049,2,53479657,306974,312809,318643,324297,329653,334701,339521,344183,348724,353150,357462,361649,365699,369595,373078,376125,379572,384590,391300,399198,407493,414686,420327,425680,431539,433953,431960,449642,472756,475019,493301,516019,529051,547911,561115,559054,572169,573584,584098,588143,590542,600219,596399,592739,591636,608247,605466,618059,628144,636304,633219,637246,632637,629096,632968,626498,608802,611525,605987,616440,625223,640269,655790,661920,685967,706540,713312,711417,712159,740018,753129,777332,791271,822149,849826,889463,899435,871920,837618,801343,777495,745335,727841,556301,664889,602726,565098,522268,485154,459069,433437,386896,339625,316872,284546,243355,216024,185481,154998,127673,103355,73009,47391,19551,13304,21267
2050,2,53051263,301262,307107,313069,318927,324535,329851,334919,339798,344523,349107,353560,357881,362089,366184,369939,373346,377191,382742,390247,398743,407571,415253,421132,425521,429546,434222,435890,433499,451014,473904,475900,494003,516595,529531,548280,561341,559163,572276,573741,584293,588338,590709,600333,596447,592718,591526,608032,605150,617629,627600,635644,632450,636362,631664,628052,631856,625329,607587,610203,604570,614894,623552,638459,653826,659803,683606,703909,710427,708281,708727,736101,748746,772349,785681,815727,842467,880868,889680,861249,825982,788635,763350,729715,710221,540708,643263,579937,540230,495506,456204,427200,398505,350823,303163,277906,244680,204711,177336,148203,120220,95869,74944,51004,31831,12604,20268
2051,2,52624071,295647,301395,307364,313348,319162,324731,330066,335192,340134,344902,349512,353974,358316,362569,366525,370205,374404,380341,388372,397672,407108,415334,421709,426336,429385,432218,436161,437444,434824,452111,474784,476578,494555,517065,529889,548502,561452,559269,572434,573934,584488,588506,590823,600384,596428,592611,591319,607717,604732,617099,626955,634878,631578,635389,630622,626956,630686,624089,606282,608786,603065,613263,621802,636561,651750,657550,681080,701085,707322,704896,705008,731853,743986,766937,779593,808721,834395,871400,878891,849397,813010,774427,747511,712226,690512,523296,619180,554664,512811,466214,424821,393072,361661,313457,266160,239242,206080,168274,141898,115126,90419,69634,52447,34319,20558,19246
2052,2,52197360,290245,295779,301647,307638,313579,319355,324942,330336,335524,340508,345302,349921,354404,358791,362907,366789,371254,377532,385937,395763,406016,414863,421791,426920,430208,432057,434149,437718,438782,435884,452952,475462,477112,495006,517415,530105,548613,561560,559425,572628,574127,584657,588621,590875,600367,596324,592406,591016,607301,604216,616470,626205,634009,630619,634348,629529,625803,629443,622758,604884,607280,601476,611554,619966,634554,649541,655139,678370,698045,703969,701227,700972,727238,738815,761043,772953,801038,825505,860927,866910,836184,798505,758516,729771,692655,668492,503893,592455,526776,482775,434430,391176,357029,323441,275478,229385,201743,169620,134837,110394,86726,65786,48816,35353,22205,23605
2053,2,51770212,285184,290375,296027,301917,307865,313768,319562,325208,330662,335893,340904,345706,350347,354874,359125,363168,367829,374356,383088,393284,404069,413751,421313,427003,430798,432886,433989,435700,439057,439852,436696,453600,475995,477548,495342,517628,530213,548720,561718,559616,572823,574295,584773,588676,590861,600265,596121,592106,590614,606786,603604,615738,625354,633052,629593,633256,628378,624577,628109,621331,603397,605691,599811,609760,618026,632419,647177,652551,675451,694763,700334,697245,696587,722223,733181,754613,765670,792576,815672,849297,853550,821409,782257,740688,709910,670778,643943,482349,562942,496201,450151,400316,355599,319589,284536,237674,193660,166263,136103,105055,83292,63202,46196,32963,22914,27278
2054,2,51341570,280539,285313,290620,296293,302140,308052,313973,319824,325529,331026,336283,341302,346126,350811,355205,359384,364198,370902,379867,390382,401539,411768,420184,426519,430882,433480,434823,435540,437034,440129,440673,437321,454110,476431,477873,495547,517734,530318,548875,561912,559808,572992,574411,584830,588665,590763,600065,595823,591707,590117,606176,602892,614907,624417,632028,628515,632105,627156,623262,626679,619814,601828,604025,598064,607865,615961,630134,644640,649766,672300,691204,696389,692918,691821,716759,727036,747560,757650,783217,804752,836329,838608,804851,764045,720721,687700,646375,616665,458540,530560,462962,415100,364200,318592,281423,245751,200891,159802,133590,106196,79386,60798,44457,31247,21402,29897
2055,2,50910334,276355,280667,285554,290881,296512,302323,308252,314230,320140,325887,331410,336676,341717,346585,351138,355461,360403,367242,376363,387101,398578,409191,418170,425376,430394,433565,435420,436378,436875,438102,440951,441305,437814,454527,476757,478072,495651,517838,530470,549066,562106,559974,573109,574468,584821,588570,590569,599768,595425,591214,589527,605465,602083,613991,623413,630953,627380,630883,625843,621852,625159,618212,600184,602278,596218,605849,613752,627683,641909,646758,668883,687341,692101,688214,686628,710798,720295,739794,748780,772824,792574,821823,821862,786288,743641,698383,662913,619244,586499,432395,495323,427211,377946,326582,280814,243317,207954,165972,128569,104383,80369,58038,42836,30121,20323,30480
2056,2,50475471,272663,276483,280905,285811,291097,296692,302521,308505,314541,320493,326266,331798,337085,342170,346908,351391,356469,363416,372650,383532,395230,406175,415553,423337,429240,433075,435507,436979,437716,437944,438921,441585,441802,438217,454839,476956,478173,495751,517987,530655,549257,562275,560091,573168,574461,584729,588379,590280,599372,594933,590627,588840,604658,601192,613010,622360,629820,626174,629571,624436,620353,623553,616534,598459,600431,594254,603691,611382,625044,638960,643496,665173,683141,687438,683087,680961,704260,712873,731206,738929,761233,778951,805562,803080,765483,720802,673439,635337,589220,553347,403919,457385,389272,339198,288126,243039,206123,172015,133707,100600,79114,58849,40958,29071,19623,30120
2057,2,50036074,269443,272791,276719,281159,286023,291273,296885,302769,308810,314887,320865,326647,332201,337532,342489,347158,352388,359449,368768,379750,391588,402764,412491,420688,427183,431915,435016,437067,438320,438788,438764,439553,442083,442210,438518,455030,477058,478272,495895,518170,530841,549423,562394,560150,573164,574373,584542,588094,589893,598880,594347,589944,588060,603768,600237,611981,621249,628617,624880,628164,622940,618770,621872,614774,596637,598467,592152,601377,608830,622193,635762,639954,661139,678573,682355,677491,674745,697060,704665,721667,727943,748265,763676,787319,782022,742185,695288,645673,604801,556198,517210,373231,417079,349654,299531,249618,206112,170702,138752,104764,76358,58018,41595,27842,18970,29464
2058,2,49591419,266658,269570,273024,276968,281367,286197,291464,297129,303068,309150,315253,321240,327044,332641,337846,342736,348144,355334,364745,375796,387727,399053,409026,417587,424510,429846,433852,436575,438410,439394,439610,439395,440050,442492,442515,438704,455129,477157,478412,496071,518352,531003,549541,562456,560147,573078,574192,584263,587713,589413,598295,593664,589167,587199,602814,599234,610895,620070,627325,623492,626668,621360,617111,620107,612914,594697,596365,589898,598885,606074,619103,632289,636102,656751,673592,676806,671354,667901,689099,695549,711029,715650,733721,746536,766857,758432,716145,666871,614906,571191,520172,478226,340591,374937,309043,259754,211918,170892,137866,108863,79632,56081,41072,28320,18197,28689
2059,2,49141023,264272,266785,269801,273270,277174,281538,286384,291703,297423,303402,309509,315621,321630,327477,332951,338090,343709,351055,360570,371697,383692,395120,405258,414079,421381,427157,431775,435408,437917,439485,440218,440244,439893,440457,442798,442703,438800,455224,477298,478582,496247,518512,531118,549603,562455,560066,572900,573920,583887,587238,588842,597612,592888,588310,586277,601812,598177,609742,618803,625940,622016,625088,619705,615371,618243,610935,592623,594110,587471,596193,603085,615745,628510,631910,651965,668155,670721,664596,660333,680257,685382,699125,701861,717397,727303,743926,732052,687127,635362,581017,534492,481271,436717,306423,331682,268261,220755,175906,138189,108311,82864,58572,39762,28008,18540,27785
2060,2,48684641,262223,264399,267014,270045,273473,277343,281723,286619,291992,297751,303754,309871,316004,322056,327782,333192,339050,346583,356228,367444,379508,391009,401264,410264,417842,424009,429075,433325,436747,438992,440310,440854,440743,440301,440762,442987,442800,438893,455360,477470,478753,496401,518626,531179,549604,562376,559894,572632,573553,583418,586672,588174,596835,592030,587391,585308,600757,597054,608504,617445,624467,620457,623433,617968,613533,616260,608818,590398,591683,584850,593274,599838,612092,624398,627338,646740,662191,664021,657124,651929,670396,674004,685769,686379,699074,705742,718272,702640,654931,600632,543985,494828,439807,393213,271305,288184,228219,183445,142415,108704,82557,61038,41591,27157,18365,27512
