地共済2024年財政検証基礎率,,,,,,,,,,,
被保険者種別,1,種,,,,,,,,,
失権率,Q,,,,,,,,,,
年齢,老齢失権率,障害失権率,遺族失権率,,,,,,,,
0,0,0,0,,,,,,,,
1,0,0,0,,,,,,,,
2,0,0,0,,,,,,,,
3,0,0,0,,,,,,,,
4,0,0,0,,,,,,,,
5,0,0,0,,,,,,,,
6,0,0,0,,,,,,,,
7,0,0,0,,,,,,,,
8,0,0,0,,,,,,,,
9,0,0,0,,,,,,,,
10,0,0,0,,,,,,,,
11,0,0,0,,,,,,,,
12,0,0,0,,,,,,,,
13,0,0,0,,,,,,,,
29,0.731461022,,,,,,,,,,
30,0.765623364,,,,,,,,,,
31,0.783280122,,,,,,,,,,
32,0.794138944,,,,,,,,,,
33,0.805308155,,,,,,,,,,
34,0.816576344,,,,,,,,,,
35,0.825575778,,,,,,,,,,
36,0.830599953,,,,,,,,,,
37,0.830855257,,,,,,,,,,
38,0.826124161,,,,,,,,,,
39,0.818784844,,,,,,,,,,
40,0.808659581,,,,,,,,,,
41,0.794029102,,,,,,,,,,
42,0.773917992,,,,,,,,,,
43,0.748230277,,,,,,,,,,
44,0.71718936,,,,,,,,,,
45,0.680237371,,,,,,,,,,
46,0.636583534,,,,,,,,,,
47,0.585178151,,,,,,,,,,
48,0.525732006,,,,,,,,,,
49,0.459332493,,,,,,,,,,
50,0.388507228,,,,,,,,,,
51,0.317014561,,,,,,,,,,
52,0.249110129,,,,,,,,,,
53,0.188606658,,,,,,,,,,
54,0.137813467,,,,,,,,,,
55,0.097565441,,,,,,,,,,
56,0.067170243,,,,,,,,,,
57,0.045026337,,,,,,,,,,
58,0.029283062,,,,,,,,,,
59,0.018458277,,,,,,,,,,
60,0.011365312,,,,,,,,,,
61,0.007005011,,,,,,,,,,
62,0.004511081,,,,,,,,,,
63,0.003185505,,,,,,,,,,
64,0.002540972,,,,,,,,,,
65,0.002240926,,,,,,,,,,
66,0.002090053,,,,,,,,,,
67,0.001963944,,,,,,,,,,
68,0.001831306,,,,,,,,,,
69,0.00169264,,,,,,,,,,
70,0.001545458,,,,,,,,,,
71,0.001406163,,,,,,,,,,
72,0.001283419,,,,,,,,,,
73,0.001177692,,,,,,,,,,
74,0.001078256,,,,,,,,,,
75,0.000987216,,,,,,,,,,
76,0.000903862,,,,,,,,,,
77,0.000827547,,,,,,,,,,
78,0.000757675,,,,,,,,,,
79,0.000693702,,,,,,,,,,
80,0.000635131,,,,,,,,,,
81,0.000581505,,,,,,,,,,
82,0.000532407,,,,,,,,,,
83,0.000487454,,,,,,,,,,
84,0.000446297,,,,,,,,,,
85,0.000408615,,,,,,,,,,
86,0.000374114,,,,,,,,,,
87,0.000342527,,,,,,,,,,
88,0.000313606,,,,,,,,,,
89,0.000287127,,,,,,,,,,
90,0.000262884,,,,,,,,,,
91,0.000240688,,,,,,,,,,
92,0.000220366,,,,,,,,,,
93,0.00020176,,,,,,,,,,
94,0.000184725,,,,,,,,,,
